artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,release,song_hotttnesss,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,year,bbhot
0.5505136978482137,0.4227056410293911,ARNTLGG11E2835DDB9,,,,Clp,338.31138,0.0,6,0.687,-6.486000000000001,0,0.486,Strictly Confidential,,338.311,125.006,4,1.0,Superconfidential,0,0
0.4597971288376104,0.3499126116745628,ARDNS031187B9924F0,32.67828,Georgia,-83.22295,Tim Wilson,186.48771000000002,1.083,5,0.762,-4.516,1,0.539,The Real Twang Thang,,175.467,90.022,1,0.971,I Think My Wife Is Running Around On Me (Taco Hell),2005,0
0.5888271005018058,0.3796711247498673,AROUOZZ1187B9ABE51,40.79195,"New York, NY [Spanish Harlem]",-73.94511999999999,Willie Bobo,168.25423999999998,0.2,8,0.812,-9.616,1,0.736,Willie Bobo's Finest Hour,,161.89,127.025,4,0.792,Spanish Grease,1997,0
0.3964552539172961,0.2992303679293693,ARH4Z031187B9A71F2,40.731970000000004,"Newark, NJ",-74.17418,Faye Adams,156.39465,0.562,8,0.569,-18.051,1,0.495,Shake A Hand,0.0,150.634,95.95700000000001,3,0.6890000000000001,Crazy Mixed Up World,1961,0
0.7068276713044582,0.4161730646266773,ARB29H41187B98F0EF,41.88415,Chicago,-87.63241,Terry Callier,342.56934,0.063,6,0.381,-11.939,1,0.5379999999999999,Occasional Rain,0.4137398358601097,333.154,110.189,3,0.353,Do You Finally Need A Friend,1972,0
0.5605579839038146,0.4527894767522226,AR1Y2PT1187FB5B9CE,27.940170000000002,Brandon,-82.32547,John Wesley,484.62322,28.171999999999997,4,0.28300000000000003,-15.335,0,0.363,The Emperor Falls,0.3775316449767025,480.36300000000006,138.007,4,0.893,The Emperor Falls,0,0
0.6408071019636729,0.4182165181949368,ARAJPHH1187FB5566A,40.7038,"Queens, NY",-73.83168,The Shangri-Las,164.80608,0.0,10,0.254,-10.922,1,0.042,Best of The Shangri-Las,0.4432913119053975,156.17700000000002,130.1,1,0.0,Twist and Shout,1964,0
0.5237146369702328,0.3846110839616365,AR0RCMP1187FB3F427,30.08615,"Beaumont, TX",-94.10158,Billie Jo Spears,133.32853,0.0,4,0.384,-9.982999999999999,1,0.402,20 Of Her Best,0.0,130.009,160.839,1,0.0,It Makes No Difference Now,1992,0
0.7936050803712417,0.42631795640769016,AREBBGV1187FB523D2,,"Houston, TX",,Mike Jones (Featuring CJ_ Mello & Lil' Bran),173.66159,0.0,7,0.299,-7.7620000000000005,1,0.46399999999999997,Who Is Mike Jones?,,164.908,41.993,1,0.0,Laws Patrolling (Album Version),0,0
0.5015447771039371,0.39273367554668775,ARGUVEV1187B98BA17,,,,Sierra Maestra,313.12934,0.0,9,0.7240000000000001,-9.512,1,0.364,Tibiri Tabara,,307.688,189.646,3,0.674,¿Dónde va Chichi?,1997,0
0.8093237930019529,0.4880198416856731,ARPQ4Z01187FB3A736,29.424490000000002,"San Antonio, TX",-98.49462,Butthole Surfers,450.84689000000003,0.467,4,0.726,-9.062999999999999,0,0.36700000000000005,Piouhgd + Widowermaker!,0.5939430759019471,426.10400000000004,130.586,4,0.42,"Barking Dogs (From ""Piouhgd"")",0,0
0.632559542284651,0.4116889597857789,ARNQAVF11F4C844C04,,,,Despina Vandi,303.09832,0.067,8,0.532,-8.879,0,0.516,Profities,,294.818,128.292,4,0.83,OUTE ENA EFHARISTO,0,0
0.5975412179723806,0.3826519711397369,ARXUT4W1187FB48BEB,,,,Javier Navarrete,128.83546,0.0,3,0.0,-17.699,1,0.251,Cracks,0.3943948561005826,121.42299999999999,90.932,3,1.0,Midnight Swim,0,0
0.4954459217702346,0.294861261887382,ARDD1RC1187B9B52B4,,,,Jacob Young,456.30649000000005,0.24100000000000002,1,0.611,-19.477999999999998,1,0.546,Pieces Of Time,0.0,451.315,89.667,4,0.747,In A Subtle Way,0,0
0.5278650761586818,0.3931219335710068,ARLGWFM1187FB4AC9F,34.053490000000004,California - LA,-118.24531999999999,Scarlet's Remains,198.73914,0.0,7,0.6729999999999999,-7.468999999999999,1,0.579,The Palest Grey,0.450992311636255,193.016,115.061,4,0.731,Spin,2007,1
0.6686745328613157,0.4675384440100101,ARWYVP51187B98C516,42.33168,"Detroit, MI",-83.04791999999999,The Suicide Machines,95.68608,0.0,2,0.42100000000000004,-2.022,1,0.589,A Match & Some Gasoline,0.5287824809425877,87.806,115.887,4,0.7440000000000001,Burning In The Aftermath,2003,0
0.8148296561331122,0.7357656929506414,ARFCUN31187B9AD578,51.50632,"London, England",-0.12714,The Rolling Stones,271.49016,0.171,9,0.301,-10.357999999999999,0,0.392,Jump Back - The Best Of The Rolling Stones_ '71-'93,0.8344926198909054,263.784,139.333,1,0.0,Angie (1993 Digital Remaster),0,0
0.4823560425909108,0.3500785789894733,AR6YDKV1187B989230,,,,Roberto Torres,226.66404,0.311,0,0.863,-12.716,1,0.6709999999999999,Lo Mejor con La Orq. Broadway,0.0,219.51,117.271,4,0.45299999999999996,Sabor Guajiro,0,0
0.6610801676039384,0.4427658420289504,ARV1JVD1187B9AD195,35.914629999999995,"Chapel Hill, NC",-79.05660999999999,Loudon Wainwright III,190.48443999999998,0.258,3,0.544,-15.663,1,0.596,Grown Man,0.5101193140330347,177.02900000000002,102.428,4,0.496,Human Cannonball,1995,0
0.7011808736075507,0.4666288889016846,AR7TTS41187B9B42D3,34.36401,"Oxford, MS",-89.51876999999999,R.L. Burnside,277.78567000000004,0.24,2,0.0,-6.944,1,0.0,A Bothered Mind,0.482137585065015,267.453,89.984,4,0.0,Glory Be,2004,0
0.7337989404362274,0.544257505724526,ART3O5Z1187B9AB043,32.77815,"Dallas, TX",-96.7954,Stevie Ray Vaughan,248.78975,0.183,1,0.754,-7.805,1,0.597,Greatest Hits,,246.19,116.721,4,0.522,Crossfire,1992,1
0.5906929179471623,0.4528178376971138,AR5U94U1187FB5CDCF,,,,John Hammond,195.3171,0.0,7,0.98,-10.7,1,0.753,Bluesman,,187.61700000000002,123.14200000000001,4,0.6779999999999999,I Can't Be Satisfied,2002,0
0.6653221619060184,0.3942171989010042,ARRJNTE1187FB44E12,,,,Casiotone For The Painfully Alone,175.72526000000002,0.7340000000000001,0,0.522,-10.93,1,0.474,Etiquette,0.7858922883883538,168.699,141.91899999999998,4,0.445,Nashville Parthenon,2006,0
0.5040756699303163,0.3345773601190987,AR6IRG41187B9A4D98,52.51606999999999,"Berlin, Germany",13.37698,Ec8or,217.23382999999998,1.042,10,0.005,-9.493,0,0.305,Ec8or,,213.49599999999998,95.596,4,1.0,Cocain Ducks,1995,0
0.717670524728552,0.4793084593382274,ARS1OWB1187B99EEAD,,"New York, NY",,The New York Dolls,344.05832000000004,0.068,11,0.425,-9.253,1,0.486,Too Much Too Soon,0.5616924111789523,335.029,154.953,1,0.0,Human Being,1974,0
0.6697261875661445,0.4279142469829548,ARGMXQW1187FB54C34,-23.56287,"Sao Paulo, Brazil",-46.65466,Eliane Elias,251.42812,0.071,7,0.391,-12.009,1,0.319,Bossa Nova Stories,0.4348380902608562,237.59799999999998,86.09100000000001,5,0.551,The More I See You,2009,1
0.5697411522818971,0.41224060053560735,AROEL1B1187B988B90,,"South Jamaica, Queens",,Lost Boyz,269.7922,0.218,7,0.715,-11.043,1,0.614,Love_ Peace & Nappiness,0.4051157216913865,257.416,90.21799999999999,4,1.0,Certain Things We Do,1997,0
0.6400483571565447,0.4043926401547713,AR8W8DN1187FB35ED0,34.053490000000004,"Los Angeles, CA",-118.24531999999999,The Germs,206.05342,0.0,11,0.6409999999999999,-11.505999999999998,0,0.597,Germicide,,206.053,133.144,1,0.0,Forming,1977,0
0.3977728757878008,0.3834757449066917,ARUWLCL1187FB549B8,,,,Yamandu Costa,190.04036000000002,0.0,2,0.105,-14.179,1,0.433,Mafuá,,176.924,205.317,4,0.0,Mafuá,0,0
0.6431827729122329,0.5006913409134529,AR3793X1187FB50CB3,,"Middlesbrough, England",,Chris Rea,241.162,0.5489999999999999,9,0.222,-8.531,1,0.40299999999999997,The Road To Hell Part 2,0.767727748373397,230.342,180.149,4,0.0,Driving Home For Christmas,1986,0
0.4114210482617737,0.3384148184832545,ARINEWW1187FB5577E,,,,Perrey And Kingsley,122.64443999999999,0.99,0,0.61,-8.541,0,0.489,Vanguard Visionaries,0.4348380902608562,109.62700000000001,102.538,4,0.8690000000000001,Spooks In Space,1966,0
0.7510076200369779,0.5236990777653908,ARDGB6U1187FB3AD07,51.50632,"London, England",-0.12714,Eurythmics,207.0722,2.583,0,0.442,-6.629,1,0.371,Be Yourself Tonight,0.3829350900750193,202.757,84.164,4,0.853,Tous Les Garçons Et Les Filles,1985,0
0.548585130198109,0.3835242473277272,AR2J2WF1187FB46271,54.48303000000001,"Egremont, Cumbria, England",-3.53444,Francis Dunnery,300.79955,0.0,7,0.6659999999999999,-13.33,1,0.6579999999999999,Hometown 2001,0.6104742577715245,298.347,124.175,4,0.698,Too Much Saturn,1995,0
0.7493178009614533,0.4816558624124557,ARUI8651187B9ACF52,,"Garnant, Wales",,John Cale,228.46649,0.0,7,0.45799999999999996,-12.412,1,0.602,Eat / Kiss: Music For The Films By Andy Warhol,0.2265553139555314,228.46599999999998,137.004,1,0.0,Movement 4 [from Kiss] (Album Version),1997,0
0.6319466659983671,0.3807045358244573,AR89DTT1187B9A7ED5,37.77916,California - SF,-122.42005,Suzanne Ciani,239.59465,0.311,7,0.527,-21.552,1,0.613,The Ultimate Most Relaxing New Age Piano in the Universe,0.4159831182884585,236.507,106.33,4,0.526,Stream,0,0
0.6539378209700205,0.3968558693253486,ARMD0G81187B99A519,,,,Vickie Winans,228.93669,0.33799999999999997,11,0.172,-8.686,0,0.369,Classic Gold: Best of All,,219.574,107.961,4,1.0,Make Me Over,0,0
0.6683706115518646,0.4575539098364934,AR0VZWC1187B99BA57,-37.81753,"Melbourne, Australia",144.96715,The Berzerker,165.61587,2.171,1,0.10800000000000001,-6.222,1,0.256,The Berzerker,0.0,165.61599999999999,174.287,3,0.132,Deform (live),2000,0
0.8457688664485438,0.7888059351620142,ARF2EHS1187B994F4E,36.16778,"Nashville, Tennessee",-86.77835999999999,Kings Of Leon,187.92444,0.32799999999999996,0,0.612,-5.907,1,0.735,Holy Roller Novocaine,0.6859402266976852,180.34400000000002,116.823,4,0.34700000000000003,Wicker Chair,2003,0
0.4074556438520137,0.30004649036641506,ARZKRD01187FB45FD2,,,,Edith Lefel,276.50567,0.299,0,0.29,-4.638,1,0.389,Jeux de dames_ vol. 1 (réalisation Ronald Rubinel),0.0,261.95599999999996,101.97200000000001,4,1.0,An ti chans',0,0
0.4601713236661016,0.18931487775261455,ARK4H5K1187B992F74,,,,Taras,200.25423999999998,0.0,11,0.055999999999999994,-5.8839999999999995,0,0.28300000000000003,I Will Love Again,,194.84400000000002,127.97,4,0.0,I Will Love Again (JJ's Club Radio),0,0
0.7788167165625715,0.5542914890128156,AR06EB01187FB40150,,"Berkeley, CA",,NOFX,144.50893,0.237,4,0.09300000000000001,-7.787000000000001,0,0.423,White Trash ......,0.6712360269845353,140.05700000000002,152.622,4,0.358,Stickin In My Eye,1992,0
0.43588984708830425,0.26803783963074496,ARKPDBH1242077DEB1,,,,Murskahumppa,285.17832000000004,0.0,7,0.379,-8.488,1,0.401,Murskapunkkia,,275.853,110.787,3,1.0,Ota kiinni,0,0
0.7111657865776896,0.4668269925271874,ARBJSO81187B9BA09B,,,,Soda Stereo,246.69995,0.322,7,0.161,-9.603,1,0.205,Canción Animal,0.6261657596688281,224.049,112.90299999999999,4,1.0,Entre Caníbales,1990,0
0.44316239759770826,0.3004544598123077,ARRC2JF1187B9B6A93,-24.9162,AUSTRALIA,133.39311,Bruce Rowland,84.03546,0.32799999999999996,7,0.469,-26.266,1,0.591,The Man from Snowy River,0.0,75.79,115.64200000000001,4,0.44,Rosemary Recalls,1985,0
0.4004335134580979,0.26627528554651025,ARNIFX51187FB418EA,,,,Xcultures,273.52771,2.177,1,0.652,-6.305,1,0.6940000000000001,One World One People,0.1992382620006783,268.893,125.01299999999999,4,1.0,Sudanese Dance,2000,0
0.4773647524835352,0.33750728916593725,ARCCRTI11F4C845308,,,,White Heart,298.84036000000003,19.093,5,0.596,-9.998,1,0.5670000000000001,Tales Of Wonder,0.2658610492106501,289.46,113.277,4,0.872,Where The Thunder Roars (Tales Of Wonder Album Version),0,0
0.6178701163443497,0.3636681102446239,ARNVH8S1187FB52F86,18.11526,"Jamaica, West Indies",-77.27348,Heavy D / McGruff,161.38404,0.165,5,0.665,-9.161,0,0.606,Waterbed Hev,0.23773394162247466,161.384,96.979,4,0.895,Wanna Be A Player,1997,0
0.7446412459327763,0.5799889824287546,ARNLO5S1187B9B80CC,,"Pasadena, CA",,Van Halen,209.29261,0.0,8,0.455,-4.865,1,0.48,The Best Of Both Worlds,0.8244821296824321,206.623,140.995,1,0.41,Panama (Remastered Album Version),0,0
0.8456018866402321,1.0059419659547393,ARTDQRC1187FB4EFD4,,"Los Angeles, CA",,Black Eyed Peas,229.61587000000003,0.0,11,0.205,-4.882,0,0.332,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,0.6244254932707666,213.66400000000002,105.206,4,1.0,Let's Get It Started,2004,1
0.9057768886660886,0.5984585009824434,ARK9TRQ1187B99C095,41.504709999999996,"Cleveland, OH",-81.69074,Nine Inch Nails,426.89261,0.28600000000000003,0,0.05,-12.950999999999999,0,0.395,Things Falling Apart,0.6355366486226686,399.9,63.016999999999996,4,0.37799999999999995,Metal,2000,0
0.6940216479070769,0.4794076755751476,ARODBRG1187FB3FD99,,,,Nick Cave & The Bad Seeds,269.26975,3.889,9,0.052000000000000005,-11.751,0,0.142,Your Funeral... My Trial (2009 Digital Remaster),,262.798,144.60299999999998,4,0.0,She Fell Away (2009 Digital Remaster),0,0
0.4083890223759677,0.13924739387110993,ARMBYRO1187FB57419,,,,Nadine Renee,249.41669,0.647,2,0.883,-6.693,1,0.728,Oasis of Love,0.19878534876524426,238.43400000000003,167.92,4,0.75,Next Time,0,0
0.6069253585317187,0.3891007762801808,ARWY7I71187FB36C3D,40.71455,"New York, NY",-74.00712,Lesley Gore,136.48934,0.22899999999999998,9,0.386,-9.091000000000001,1,0.632,60's Triple set,,130.026,129.122,1,0.0,It's My Party,1963,1
0.5624637835796072,0.3224851056611973,AR6Y22S1187B99906F,,,,Smartbomb,233.27302000000003,0.386,0,0.53,-2.658,1,0.501,Yeah.  Well_ Anyway....,0.0,231.178,132.02200000000002,4,0.782,Complicate It,2001,0
0.4810045830175826,0.3356518391847009,ARI5P4N1187FB3F44D,,Minnesota,,Suburbs,187.24526,0.107,1,0.8420000000000001,-4.42,1,0.721,Un Titre de Toune,0.24906579485370345,178.625,183.92,1,0.063,Monde De Fou,2005,0
0.7429631523413633,0.4533911860753301,ARYPWUK1187B98ACED,64.55653000000001,Norway,12.66538,Emperor,72.61995,0.0,9,0.0,-11.050999999999998,0,0.0,Live Inferno,,68.365,89.867,4,0.47600000000000003,Opus a Satana (Part 2),0,0
0.5854795397495219,0.36438492446826576,ARW63KF1187B98AC48,46.71067,FR,1.71819,Julien Clerc,272.63955,2.775,2,0.633,-9.97,1,0.605,Vendredi 13 - 1981,,272.64,119.896,5,0.9209999999999999,This Melody (Live),0,0
0.6715962698483039,0.4810242392118726,AR8H87D1187FB3A841,34.031420000000004,"Delight, AR",-93.50243,Glen Campbell,142.75873,0.218,1,0.62,-11.335,0,0.8140000000000001,Unconditional Love,,135.546,137.29,4,0.0,I'm Gone This Time,0,0
0.4493236152076617,0.3432818817870833,ARLWR721187B9A03C9,35.82213,"Humboldt, TN",-88.91599000000001,T.G. Sheppard,194.11546,0.08900000000000001,5,1.0,-15.581,1,0.8859999999999999,The Very Best Of,0.3827232807891977,182.729,82.34299999999999,1,0.387,You Feel Good All Over,2002,0
0.5164437797727629,0.3866690917060239,ARF4V431187FB3AA41,27.94653,"Tampa, FL",-82.45926999999999,Slim Whitman,195.91791,0.165,3,0.883,-11.98,1,0.735,Country Lovers. Vol. 3,,192.08700000000002,91.48700000000001,4,0.0,Indian Love Call,1990,1
0.7282097070640043,0.5380702951237828,ARBGWMW1187B9AEA3E,,CA,,Savage Garden,118.33424,0.0,9,0.0,-11.215,0,0.0,Affirmation,,118.334,84.69,5,0.6779999999999999,You Can Still Be Free,1999,0
0.7986451787418826,0.5524133455169445,AR6G4V01187B9AD086,,,,Queens Of The Stone Age,288.41751,0.113,2,0.08,-8.165,1,0.665,Lullabies To Paralyze,0.7251212835673101,279.17900000000003,115.60600000000001,4,0.0,I Never Came,2005,0
0.4458546313595108,0.3475988886835368,ARVQ4QM1187B98AD95,33.52029,"Birmingham, AL",-86.8115,Hank Penny & The Lincoln Penny Orchestra,123.21914,1.001,7,0.278,-12.69,0,0.48200000000000004,It's War Again,,118.079,126.523,1,0.0,Dixie,0,0
0.6051097019148579,0.3985475353805805,AR9AM2N1187B9AD2F1,53.4796,"Manchester, England",-2.2488099999999998,Inspiral Carpets,283.76771,0.0,2,0.823,-8.7,1,0.69,The Singles,0.6651722407621973,271.83,113.677,4,1.0,Commercial Reign,1990,0
0.454043995003438,0.4214151025424071,AR9XEVF1187B99D017,,,,Borialis,239.3073,0.182,2,0.569,-5.757999999999999,1,0.601,What You Thought You Heard,0.5546547674656118,220.264,86.93799999999999,4,0.222,Hourglass,0,1
0.5435161307179269,0.4041822066537044,ARCFOZ71187FB43A0D,,,,The Dirty Skirts,206.75873,0.096,0,0.613,-4.907,1,0.6559999999999999,Daddy Don't Disco,0.3041695034352752,193.115,141.936,4,0.634,Wake,0,0
0.4205458495228202,0.3135693426838017,ARHFEBO11F50C4825A,,,,Flor Silvestre,134.81751,0.0,11,0.847,-8.133,1,0.6459999999999999,15 Exitos Vol. 2 Flor Silvestre,,130.72299999999998,106.04899999999999,1,0.0,Caricia Y Herida,0,0
0.37385062304422495,0.1489854809922737,AR107SB1187B9A79F9,,"Bézu, comme Superdupont, ne connait qu&#039;un pays : la France !",,Bézu,285.64853,0.397,8,0.508,-9.093,1,0.34299999999999997,Le top du père Nöel,,274.72700000000003,126.88,4,0.0,Le tortillard,0,0
0.7431297761478142,0.4935668426965597,ARXWAQQ1187B9AE954,,"Newark, NJ",,Redman,124.18567,0.0,1,0.07400000000000001,-10.296,0,0.49200000000000005,Malpractice,0.5701059300583878,121.005,85.008,5,1.0,WKYA (drop),2001,0
0.13818761011851705,0.3178109598122704,ARL6XZC1187FB3936E,,,,Solistiyhtye Suomi,134.08608,4.441,4,0.718,-12.839,0,0.674,20 Suosikkia / Rilluttele yö,,130.38,133.69899999999998,1,0.0,Teräslintu,0,0
0.4161410224693502,0.33109012633891616,ARSDSMG1187B98CB59,40.71455,"New York, NY",-74.00712,Eddie Cantor,155.61098,0.154,11,0.599,-13.71,1,0.517,The Fabulous Eddie Cantor,,150.75,118.975,1,0.003,Now's The Time To Fall In Love,0,0
0.4955596515140681,0.34919221761645924,AR3WMW01187B9921F7,,,,Schizoid,275.40853,0.0,9,0.376,-2.119,1,0.33399999999999996,Grim Prospects Remixes - Grim Prospects Will Never End,,272.556,102.40799999999999,4,0.395,Grim Prospects (Gross Prospects - Bad Trip Remix),0,0
0.4305389074172808,0.3163540008222974,AR3C3C01187B98E800,56.153,"Aarhus, Denmark",10.20452,Kai Winding,223.4771,0.29100000000000004,0,0.0,-14.437999999999999,1,0.138,The Incredible Kai Winding Trombones,0.0,220.02599999999998,112.006,4,0.8440000000000001,Mangos,1961,0
0.42837541665132417,0.31783387920026196,ARDD9UN1187B98D3A7,31.846659999999996,"Sicily Island, LA",-91.65700000000001,Sonny Simmons,443.24526,0.23,1,0.0,-13.002,1,0.051,Staying on the Watch,0.2707759989463275,430.736,45.527,4,0.0,A Distant Voice,0,0
0.5451109508213838,0.3457512470197027,ARJGNV61187B98F3B5,,"Tallahassee, FL",,Mira,177.81506000000002,0.5539999999999999,4,0.695,-12.004000000000001,1,0.6729999999999999,Openbare Weg,,167.48,85.62100000000001,4,0.612,Openbare Weg,2006,0
0.4833394215564992,0.2775617377534305,ARSVI4L1187B996181,,,,Citizen Kaned,385.33179,3.048,8,0.8220000000000001,-8.37,0,0.503,Tip World Singles 2000,,382.647,108.061,4,1.0,President Johnson,2000,0
0.5592784942236473,0.4320119468576032,ARVJ0JK1187B98C9C0,,,,The Brooklyn Tabernacle Choir,324.44036,0.0,7,0.5579999999999999,-11.829,1,0.718,Praise Him...Live!,0.4051157216913865,312.23900000000003,216.195,5,1.0,Lead Me Lord,1995,0
